VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,2019-11-01 00:52:36,2019-11-01 01:19:39,2,5.80,1,N,164,37,1,22.5,0.5,0.5,5.26,0,0.3,31.56,2.5
2,2019-11-01 00:07:04,2019-11-01 00:17:32,5,2.38,1,N,137,50,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
2,2019-11-01 00:19:21,2019-11-01 00:26:16,3,1.40,1,N,246,143,1,7,0.5,0.5,1.62,0,0.3,12.42,2.5
2,2019-11-01 00:33:40,2019-11-01 00:42:49,3,1.50,1,N,246,234,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5
2,2019-11-01 00:43:46,2019-11-01 00:59:18,5,2.61,1,N,234,246,1,12,0.5,0.5,3.16,0,0.3,18.96,2.5
2,2019-11-01 00:06:45,2019-11-01 00:12:55,3,1.26,1,N,231,13,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
2,2019-11-01 00:26:07,2019-11-01 00:33:22,3,.74,1,N,249,158,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5
2,2019-11-01 00:35:26,2019-11-01 00:49:43,3,3.65,1,N,158,142,1,13.5,0.5,0.5,2,0,0.3,19.3,2.5
1,2019-11-01 00:08:33,2019-11-01 00:25:40,1,1.50,1,N,249,4,1,11.5,3,0.5,3.05,0,0.3,18.35,2.5
1,2019-11-01 00:34:26,2019-11-01 00:36:21,1,.40,1,N,107,107,1,3.5,3,0.5,1.45,0,0.3,8.75,2.5
1,2019-11-01 00:49:42,2019-11-01 00:59:38,1,1.40,1,N,107,114,1,8.5,3,0.5,2.45,0,0.3,14.75,2.5
1,2019-11-01 00:13:25,2019-11-01 00:30:05,1,2.10,1,N,170,79,1,12,3,0.5,3,0,0.3,18.8,2.5
1,2019-11-01 00:32:49,2019-11-01 00:47:13,1,2.30,1,N,79,233,1,11,3,0.5,1.8,0,0.3,16.6,2.5
2,2019-11-01 00:05:37,2019-11-01 00:05:41,3,.00,5,N,164,164,1,20,0,0.5,0,0,0.3,20.8,0
2,2019-11-01 00:06:47,2019-11-01 00:17:28,1,1.33,1,N,164,90,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5
2,2019-11-01 00:30:23,2019-11-01 00:41:04,1,2.00,1,N,234,50,1,9.5,0.5,0.5,2.08,0,0.3,15.38,2.5
2,2019-11-01 00:59:01,2019-11-01 01:05:22,1,.64,1,N,249,158,2,6,0.5,0.5,0,0,0.3,9.8,2.5
1,2019-11-01 00:31:26,2019-11-01 00:54:57,1,6.90,1,N,249,49,1,23.5,3,0.5,3,0,0.3,30.3,2.5
2,2019-11-01 00:09:35,2019-11-01 00:13:31,1,1.26,1,N,48,239,1,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,2019-11-01 00:32:13,2019-11-01 00:43:02,2,2.25,1,N,151,74,1,10,0.5,0.5,1,0,0.3,12.3,0
2,2019-11-01 00:23:55,2019-11-01 00:33:48,1,1.47,1,N,161,142,1,8.5,0.5,0.5,3.08,0,0.3,15.38,2.5
2,2019-11-01 00:43:46,2019-11-01 01:18:00,1,12.88,1,N,161,14,1,39,0.5,0.5,8.56,0,0.3,51.36,2.5
2,2019-11-01 00:20:57,2019-11-01 00:32:59,3,1.93,1,N,148,137,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
2,2019-11-01 00:42:09,2019-11-01 00:51:40,3,1.65,1,N,170,229,1,8.5,0.5,0.5,1.7,0,0.3,14,2.5
2,2019-11-01 00:05:27,2019-11-01 00:27:44,1,2.30,1,N,144,186,1,15,0.5,0.5,2.82,0,0.3,21.62,2.5
2,2019-11-01 00:28:50,2019-11-01 01:01:27,1,7.24,1,N,186,225,1,28.5,0.5,0.5,6.46,0,0.3,38.76,2.5
2,2019-11-01 00:30:04,2019-11-01 00:47:31,1,3.63,1,N,170,239,1,15,0.5,0.5,5.64,0,0.3,24.44,2.5
2,2019-11-01 00:14:19,2019-11-01 00:37:00,2,8.96,1,N,79,119,1,28,0.5,0.5,0,0,0.3,31.8,2.5
2,2019-11-01 00:31:21,2019-11-01 00:45:21,2,3.24,1,N,246,231,1,13,0.5,0.5,4.2,0,0.3,21,2.5
2,2019-11-01 00:55:12,2019-11-01 00:57:12,2,.83,1,N,90,186,1,4.5,0.5,0.5,2.08,0,0.3,10.38,2.5
2,2019-11-01 00:33:15,2019-11-01 00:40:27,2,.94,1,N,234,164,1,6.5,0.5,0.5,1.25,0,0.3,11.55,2.5
2,2019-11-01 00:11:35,2019-11-01 00:33:43,2,3.07,1,N,249,50,1,16,0.5,0.5,2,0,0.3,21.8,2.5
2,2019-11-01 00:44:03,2019-11-01 00:46:48,1,.80,1,N,246,48,1,4.5,0.5,0.5,4,0,0.3,12.3,2.5
2,2019-11-01 00:16:00,2019-11-01 00:24:59,1,1.64,1,N,186,50,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,2019-11-01 00:34:22,2019-11-01 00:50:42,1,7.28,1,N,230,116,1,22,0.5,0.5,6.45,0,0.3,32.25,2.5
2,2019-11-01 00:41:56,2019-11-01 01:19:40,1,17.39,2,N,132,230,1,52,0,0.5,11.06,0,0.3,66.36,2.5
2,2019-11-01 00:12:46,2019-11-01 00:27:48,1,3.36,1,N,239,90,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5
2,2019-11-01 00:37:54,2019-11-01 00:53:27,1,1.94,1,N,90,79,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5
1,2019-11-01 00:00:06,2019-11-01 00:13:32,1,2.10,1,N,263,161,2,10.5,3,0.5,0,0,0.3,14.3,2.5
1,2019-11-01 00:20:40,2019-11-01 00:26:36,1,1.00,1,N,161,141,1,6,3,0.5,1.95,0,0.3,11.75,2.5
1,2019-11-01 00:32:30,2019-11-01 00:35:30,1,.50,1,N,162,162,2,4,3,0.5,0,0,0.3,7.8,2.5
2,2019-11-01 00:21:05,2019-11-01 00:25:19,1,.65,1,N,144,211,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,2019-11-01 00:26:46,2019-11-01 00:28:27,1,.27,1,N,211,211,1,3.5,0.5,0.5,1.46,0,0.3,8.76,2.5
2,2019-11-01 00:33:37,2019-11-01 00:46:26,1,1.65,1,N,211,90,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5
2,2019-11-01 00:57:14,2019-11-01 01:22:42,1,7.56,1,N,186,97,1,25.5,0.5,0.5,5.86,0,0.3,35.16,2.5
1,2019-11-01 00:29:38,2019-11-01 00:45:14,1,6.10,1,N,138,41,1,20,0.5,0.5,6.85,6.12,0.3,34.27,0
1,2019-11-01 00:04:06,2019-11-01 00:15:32,2,1.90,1,N,79,87,1,9.5,3,0.5,1.7,0,0.3,15,2.5
1,2019-11-01 00:27:55,2019-11-01 00:31:45,1,.80,1,N,148,232,1,5,3,0.5,1,0,0.3,9.8,2.5
1,2019-11-01 00:38:48,2019-11-01 00:50:10,2,1.60,1,N,148,209,1,9,3,0.5,1,0,0.3,13.8,2.5
1,2019-11-01 00:51:57,2019-11-01 00:54:34,1,.40,1,N,231,209,1,3.5,3,0.5,1.45,0,0.3,8.75,2.5
1,2019-11-01 00:14:18,2019-11-01 00:25:41,1,2.40,1,N,40,189,2,10.5,0.5,0.5,0,0,0.3,11.8,0
1,2019-11-01 00:52:30,2019-11-01 01:04:24,1,3.20,1,N,114,33,1,12,3,0.5,2.5,0,0.3,18.3,2.5
2,2019-11-01 00:12:29,2019-11-01 00:46:43,2,8.27,1,N,100,37,1,29.5,0.5,0.5,4,0,0.3,37.3,2.5
1,2019-11-01 00:00:28,2019-11-01 00:06:22,1,.60,1,N,233,170,1,5.5,3,0.5,1.85,0,0.3,11.15,2.5
1,2019-11-01 00:35:10,2019-11-01 00:51:16,1,4.80,1,N,163,42,2,16.5,3,0.5,0,0,0.3,20.3,2.5
1,2019-11-01 00:10:06,2019-11-01 00:21:11,2,1.70,1,N,48,164,1,9,3,0.5,1,0,0.3,13.8,2.5
1,2019-11-01 00:25:37,2019-11-01 00:40:00,2,1.10,1,N,234,68,2,10,3,0.5,0,0,0.3,13.8,2.5
2,2019-11-01 00:21:32,2019-11-01 00:41:41,2,4.16,1,N,239,249,2,17,0.5,0.5,0,0,0.3,20.8,2.5
1,2019-11-01 00:25:12,2019-11-01 00:52:20,1,3.00,1,N,148,13,1,17.5,3,0.5,2,0,0.3,23.3,2.5
2,2019-11-01 00:32:44,2019-11-01 00:45:53,1,.74,1,N,162,230,2,9,0.5,0.5,0,0,0.3,12.8,2.5
2,2019-11-01 00:16:35,2019-11-01 00:25:57,2,1.97,1,N,263,238,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5
1,2019-11-01 00:49:55,2019-11-01 00:57:40,1,2.30,1,N,148,256,1,9.5,3,0.5,2.65,0,0.3,15.95,2.5
2,2019-11-01 00:10:15,2019-11-01 00:39:25,1,5.17,1,N,148,61,1,22,0.5,0.5,5.16,0,0.3,30.96,2.5
2,2019-11-01 00:14:29,2019-11-01 00:28:03,1,1.56,1,N,107,148,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5
2,2019-11-01 00:28:53,2019-11-01 00:41:38,1,3.83,1,N,148,112,2,14.5,0.5,0.5,0,0,0.3,18.3,2.5
1,2019-11-01 00:16:08,2019-11-01 00:21:55,1,.80,1,N,90,68,1,5.5,3,0.5,1.85,0,0.3,11.15,2.5
1,2019-11-01 00:37:56,2019-11-01 00:58:05,2,4.90,1,N,68,141,1,18,3,0.5,4.35,0,0.3,26.15,2.5
1,2019-11-01 00:30:47,2019-11-01 00:40:34,2,.50,1,N,113,79,2,7,3,0.5,0,0,0.3,10.8,2.5
1,2019-11-01 00:23:45,2019-11-01 00:27:41,2,.90,1,N,230,163,1,5,2.5,0.5,1.66,0,0.3,9.96,2.5
1,2019-11-01 00:00:25,2019-11-01 00:09:58,1,2.60,1,N,239,68,1,10,3,0.5,2.2,0,0.3,16,2.5
1,2019-11-01 00:18:06,2019-11-01 00:29:19,1,1.90,1,N,68,50,1,9.5,3,0.5,1.7,0,0.3,15,2.5
1,2019-11-01 00:30:31,2019-11-01 00:38:08,2,2.30,1,Y,50,141,1,9,3,0.5,2.56,0,0.3,15.36,2.5
1,2019-11-01 00:45:54,2019-11-01 00:50:38,1,1.50,1,N,146,179,2,7,0.5,0.5,0,0,0.3,8.3,0
2,2019-11-01 00:33:31,2019-11-01 01:08:32,1,16.90,1,N,132,146,1,47.5,0.5,0.5,9.76,0,0.3,58.56,0
2,2019-11-01 00:15:57,2019-11-01 00:38:23,2,7.02,1,N,237,244,1,23.5,0.5,0.5,0,0,0.3,27.3,2.5
2,2019-11-01 00:34:34,2019-11-01 00:51:26,1,7.54,1,N,138,140,1,22.5,0.5,0.5,6.48,6.12,0.3,38.9,2.5
2,2019-11-01 00:01:25,2019-11-01 00:11:15,2,1.29,1,N,256,80,2,8,0.5,0.5,0,0,0.3,9.3,0
2,2019-11-01 00:35:06,2019-11-01 00:37:48,2,.83,1,N,255,112,1,4.5,0.5,0.5,1.45,0,0.3,7.25,0
2,2019-11-01 00:45:24,2019-11-01 01:00:08,1,3.29,1,N,237,7,1,13,0.5,0.5,1.5,0,0.3,18.3,2.5
2,2019-11-01 00:20:15,2019-11-01 00:31:06,1,1.68,1,N,148,107,2,9,0.5,0.5,0,0,0.3,12.8,2.5
2,2019-11-01 00:36:37,2019-11-01 00:52:53,1,2.75,1,N,79,256,1,13.5,0.5,0.5,3.46,0,0.3,20.76,2.5
2,2019-11-01 00:20:37,2019-11-01 00:26:12,1,.70,1,N,48,234,1,5.5,0.5,0.5,1.4,0,0.3,10.7,2.5
2,2019-11-01 00:32:24,2019-11-01 00:47:12,1,3.58,1,N,113,25,2,14,0.5,0.5,0,0,0.3,17.8,2.5
2,2019-11-01 00:07:11,2019-11-01 00:22:07,2,2.12,1,N,170,249,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5
2,2019-11-01 00:22:33,2019-11-01 00:33:10,2,1.79,1,N,249,209,1,9.5,0.5,0.5,3.32,0,0.3,16.62,2.5
2,2019-11-01 00:50:47,2019-11-01 01:20:02,2,11.06,1,N,249,165,1,33,0.5,0.5,9.2,0,0.3,46,2.5
2,2019-11-01 00:26:44,2019-11-01 00:42:05,1,6.35,1,N,52,233,1,19.5,0.5,0.5,6.99,0,0.3,30.29,2.5
1,2019-11-01 00:01:33,2019-11-01 00:05:15,2,.60,1,N,74,41,1,4.5,0.5,0.5,1.15,0,0.3,6.95,0
1,2019-11-01 00:27:48,2019-11-01 00:41:20,1,2.70,1,Y,100,140,1,12,3,0.5,3.95,0,0.3,19.75,2.5
2,2019-11-01 00:15:41,2019-11-01 00:26:10,1,2.57,1,N,137,140,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
2,2019-11-01 00:15:22,2019-11-01 00:17:14,1,.57,1,N,263,237,2,3.5,0.5,0.5,0,0,0.3,7.3,2.5
1,2019-11-01 00:42:54,2019-11-01 01:02:42,1,4.60,1,N,249,239,1,16.5,3,0.5,4.05,0,0.3,24.35,2.5
2,2019-11-01 00:00:25,2019-11-01 00:22:39,1,2.99,1,N,186,45,2,15.5,1,0.5,0,0,0.3,19.8,2.5
2,2019-11-01 00:26:51,2019-11-01 00:36:37,1,1.36,1,N,144,79,1,8,1,0.5,2.46,0,0.3,14.76,2.5
2,2019-11-01 00:39:22,2019-11-01 00:50:30,1,1.51,1,N,79,234,1,9,1,0.5,2.66,0,0.3,15.96,2.5
2,2019-11-01 00:52:31,2019-11-01 01:23:01,3,10.32,1,N,234,228,1,31.5,1,0.5,7.16,0,0.3,42.96,2.5
2,2019-11-01 00:12:06,2019-11-01 00:46:07,5,17.02,2,N,132,141,1,52,0,0.5,11.06,0,0.3,66.36,2.5
2,2019-11-01 00:12:04,2019-11-01 00:18:48,1,2.55,1,N,233,263,1,9,0.5,0.5,1.28,0,0.3,14.08,2.5
2,2019-11-01 00:20:05,2019-11-01 00:32:52,1,1.47,1,N,79,249,2,10,0.5,0.5,0,0,0.3,13.8,2.5
2,2019-11-01 00:35:17,2019-11-01 00:44:59,1,2.13,1,N,158,13,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
2,2019-11-01 00:58:28,2019-11-01 01:30:47,3,7.49,1,N,114,223,2,27,0.5,0.5,0,0,0.3,30.8,2.5
2,2019-11-01 00:11:13,2019-11-01 00:24:49,1,2.29,1,N,79,170,1,10.5,0.5,0.5,1.5,0,0.3,15.8,2.5
2,2019-11-01 00:33:09,2019-11-01 00:39:34,1,.89,1,N,113,79,1,6,0.5,0.5,0,0,0.3,9.8,2.5
2,2019-11-01 00:44:24,2019-11-01 01:04:09,1,4.35,1,N,114,262,1,16.5,0.5,0.5,1.5,0,0.3,21.8,2.5
2,2019-10-31 23:37:56,2019-10-31 23:47:11,2,1.25,1,N,79,79,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5
2,2019-10-31 23:54:18,2019-10-31 23:56:23,2,.17,1,N,79,79,2,3.5,0.5,0.5,0,0,0.3,7.3,2.5
2,2019-11-01 00:03:34,2019-11-01 00:13:41,2,.54,1,N,114,79,1,7.5,0.5,0.5,2.82,0,0.3,14.12,2.5
2,2019-11-01 00:17:37,2019-11-01 00:24:25,3,.67,1,N,79,4,1,6,0.5,0.5,2.45,0,0.3,12.25,2.5
1,2019-11-01 00:53:17,2019-11-01 01:06:57,1,1.10,1,Y,79,232,1,9,3,0.5,2.55,0,0.3,15.35,2.5
2,2019-11-01 00:00:15,2019-11-01 00:26:27,1,11.48,1,N,138,143,1,33.5,0.5,0.5,4,6.12,0.3,47.42,2.5
1,2019-11-01 00:42:04,2019-11-01 00:49:41,1,1.90,1,N,249,246,1,8,3,0.5,2,0,0.3,13.8,2.5
1,2019-11-01 00:50:57,2019-11-01 00:58:50,2,1.50,1,N,246,50,2,7.5,3,0.5,0,0,0.3,11.3,2.5
1,2019-11-01 00:21:03,2019-11-01 00:30:46,1,3.10,1,N,236,230,2,11,3,0.5,0,0,0.3,14.8,2.5
1,2019-11-01 00:36:39,2019-11-01 00:41:59,3,1.40,1,N,50,143,1,6.5,3,0.5,0,0,0.3,10.3,2.5
1,2019-11-01 00:04:57,2019-11-01 00:25:43,0,2.20,1,N,249,148,1,14,3,0.5,3.55,0,0.3,21.35,2.5
1,2019-11-01 00:34:08,2019-11-01 00:44:23,0,1.60,1,N,148,231,1,8.5,3,0.5,2.45,0,0.3,14.75,2.5
1,2019-11-01 00:56:04,2019-11-01 01:10:17,0,2.50,1,N,249,224,1,11,3,0.5,2.95,0,0.3,17.75,2.5
2,2019-11-01 00:06:25,2019-11-01 00:19:38,5,3.15,1,N,107,236,1,12,0.5,0.5,3.16,0,0.3,18.96,2.5
2,2019-11-01 00:35:35,2019-11-01 00:38:08,5,.62,1,N,141,263,2,4,0.5,0.5,0,0,0.3,7.8,2.5
2,2019-11-01 00:42:48,2019-11-01 00:46:38,4,.98,1,N,263,75,1,5,0.5,0.5,1,0,0.3,9.8,2.5
2,2019-11-01 00:18:47,2019-11-01 00:30:34,1,5.76,1,N,132,28,2,17.5,0.5,0.5,0,0,0.3,18.8,0
2,2019-11-01 00:15:16,2019-11-01 00:32:22,1,3.45,1,N,234,141,1,14.5,0.5,0.5,3.66,0,0.3,21.96,2.5
2,2019-11-01 00:34:15,2019-11-01 00:43:57,2,2.07,1,N,141,239,1,9,0.5,0.5,0,0,0.3,12.8,2.5
2,2019-11-01 00:48:36,2019-11-01 00:58:11,1,2.04,1,N,238,262,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
2,2019-11-01 00:04:21,2019-11-01 00:21:50,1,4.30,1,N,148,112,1,16.5,0.5,0.5,4.06,0,0.3,24.36,2.5
2,2019-11-01 00:05:37,2019-11-01 00:19:43,2,3.36,1,N,232,170,2,13,0.5,0.5,0,0,0.3,16.8,2.5
2,2019-11-01 00:54:35,2019-11-01 01:11:17,2,2.32,1,N,107,232,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5
1,2019-11-01 00:05:33,2019-11-01 00:10:38,1,.80,1,N,87,261,1,5.5,3,0.5,1.85,0,0.3,11.15,2.5
1,2019-11-01 00:11:31,2019-11-01 00:32:51,1,2.80,1,N,261,164,1,15.5,3,0.5,3.85,0,0.3,23.15,2.5
1,2019-11-01 00:38:28,2019-11-01 00:43:41,2,.80,1,N,234,249,1,5,3,0.5,1.75,0,0.3,10.55,2.5
1,2019-11-01 00:48:57,2019-11-01 01:09:44,1,4.50,1,N,114,263,1,17,3,0.5,4.15,0,0.3,24.95,2.5
2,2019-11-01 00:04:01,2019-11-01 00:21:53,1,1.86,1,N,148,107,1,12,0.5,0.5,3.95,0,0.3,19.75,2.5
2,2019-11-01 00:51:13,2019-11-01 01:03:10,1,1.59,1,N,186,113,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5
2,2019-11-01 00:34:40,2019-11-01 00:38:10,1,.80,1,N,170,234,1,5,0.5,0.5,2.2,0,0.3,11,2.5
2,2019-11-01 00:54:31,2019-11-01 01:13:38,1,6.50,1,N,234,74,1,21,0.5,0.5,4.96,0,0.3,29.76,2.5
2,2019-10-31 23:53:00,2019-11-01 00:11:32,1,2.69,1,N,229,79,1,13.5,0.5,0.5,3.46,0,0.3,20.76,2.5
2,2019-11-01 00:13:00,2019-11-01 00:26:18,1,3.53,1,N,79,162,1,13.5,0.5,0.5,3.46,0,0.3,20.76,2.5
2,2019-11-01 00:32:35,2019-11-01 00:46:08,1,4.50,1,N,161,41,1,14.5,0.5,0.5,2,0,0.3,20.3,2.5
1,2019-11-01 00:00:52,2019-11-01 00:05:01,2,.60,1,N,33,25,1,5,0.5,0.5,0,0,0.3,6.3,0
1,2019-11-01 00:16:57,2019-11-01 00:36:14,2,2.50,1,N,148,186,1,13.5,3,0.5,3.45,0,0.3,20.75,2.5
1,2019-11-01 00:39:21,2019-11-01 00:41:39,1,.50,1,N,186,90,1,4,3,0.5,2.3,0,0.3,10.1,2.5
1,2019-11-01 00:45:20,2019-11-01 00:56:32,2,1.10,1,N,90,164,1,8.5,3,0.5,2.45,0,0.3,14.75,2.5
2,2019-11-01 00:13:44,2019-11-01 00:27:37,1,1.56,1,N,82,56,2,10.5,0.5,0.5,0,0,0.3,11.8,0
2,2019-11-01 00:51:28,2019-11-01 01:00:52,1,1.20,1,N,79,45,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5
2,2019-11-01 00:00:19,2019-11-01 00:03:18,5,.61,1,N,237,161,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,2019-11-01 00:13:34,2019-11-01 00:18:31,3,1.02,1,N,237,142,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5
2,2019-11-01 00:25:48,2019-11-01 00:43:31,4,9.35,1,N,163,243,1,27,0.5,0.5,5.08,0,0.3,35.88,2.5
1,2019-11-01 00:00:03,2019-11-01 00:17:44,1,2.10,1,N,148,256,1,13.5,3,0.5,3.45,0,0.3,20.75,2.5
1,2019-11-01 00:25:57,2019-11-01 00:40:43,1,4.20,1,N,255,52,1,15.5,0.5,0.5,1,0,0.3,17.8,0
1,2019-11-01 00:57:10,2019-11-01 01:11:22,1,1.70,1,N,79,249,1,10.5,3,0.5,2.85,0,0.3,17.15,2.5
2,2019-11-01 00:32:26,2019-11-01 00:42:43,1,1.67,1,N,163,143,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5
2,2019-11-01 00:15:52,2019-11-01 00:20:39,2,1.81,1,N,239,166,1,7,0.5,0.5,1,0,0.3,11.8,2.5
2,2019-11-01 00:27:27,2019-11-01 00:38:32,3,3.64,1,N,238,229,2,12.5,0.5,0.5,0,0,0.3,16.3,2.5
2,2019-11-01 00:11:10,2019-11-01 00:15:47,1,1.31,1,N,236,75,1,6,0.5,0.5,0,0,0.3,9.8,2.5
2,2019-11-01 00:05:20,2019-11-01 00:22:52,1,3.16,1,N,113,25,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5
2,2019-11-01 00:21:49,2019-11-01 00:42:40,2,3.12,1,N,113,162,1,15.5,0.5,0.5,3.86,0,0.3,23.16,2.5
1,2019-11-01 00:42:14,2019-11-01 01:12:52,1,17.20,2,N,132,163,2,52,2.5,0.5,0,0,0.3,55.3,2.5
1,2019-11-01 00:01:13,2019-11-01 00:09:32,1,1.50,1,N,163,143,2,7.5,3,0.5,0,0,0.3,11.3,2.5
1,2019-11-01 00:28:58,2019-11-01 00:42:29,1,3.00,1,N,164,148,2,12.5,3,0.5,0,0,0.3,16.3,2.5
1,2019-11-01 00:50:10,2019-11-01 00:55:59,1,.90,1,N,79,148,1,5.5,3,0.5,1.86,0,0.3,11.16,2.5
1,2019-11-01 00:59:54,2019-11-01 01:02:30,1,.20,1,N,79,79,1,3.5,3,0.5,1.45,0,0.3,8.75,2.5
1,2019-11-01 00:18:56,2019-11-01 00:30:28,1,3.20,1,N,188,155,1,12,0.5,0.5,0,0,0.3,13.3,0
2,2019-11-01 00:21:57,2019-11-01 00:32:33,3,1.09,1,N,186,164,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5
2,2019-11-01 00:37:23,2019-11-01 01:13:05,2,10.01,1,N,164,257,1,34.5,0.5,0.5,7.66,0,0.3,45.96,2.5
1,2019-11-01 00:20:19,2019-11-01 00:37:18,1,3.30,1,N,65,225,1,14,0.5,0.5,2,0,0.3,17.3,0
1,2019-11-01 00:45:54,2019-11-01 01:07:25,1,4.40,1,N,17,181,1,17.5,0.5,0.5,3.75,0,0.3,22.55,0
2,2019-11-01 00:00:43,2019-11-01 00:12:06,1,1.00,1,N,68,170,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5
2,2019-11-01 00:13:50,2019-11-01 00:20:28,1,1.61,1,N,162,140,2,7,0.5,0.5,0,0,0.3,10.8,2.5
2,2019-11-01 00:23:18,2019-11-01 00:26:36,1,1.02,1,N,141,262,1,5,0.5,0.5,1.2,0,0.3,10,2.5
2,2019-11-01 00:42:27,2019-11-01 00:58:19,1,3.89,1,N,50,114,1,14.5,0.5,0.5,2,0,0.3,20.3,2.5
2,2019-11-01 00:18:55,2019-11-01 00:38:56,1,3.82,1,N,113,97,1,15.5,0.5,0.5,3.86,0,0.3,23.16,2.5
1,2019-11-01 00:54:39,2019-11-01 01:04:38,0,2.20,1,N,129,7,2,9.5,0.5,0.5,0,0,0.3,10.8,0
2,2019-11-01 00:39:19,2019-11-01 00:46:12,1,1.53,1,N,114,137,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5
2,2019-11-01 00:00:31,2019-11-01 00:17:00,2,1.64,1,N,114,170,1,11.5,0.5,0.5,1,0,0.3,16.3,2.5
2,2019-11-01 00:20:09,2019-11-01 00:26:26,1,.65,1,N,107,164,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5
2,2019-11-01 00:32:41,2019-11-01 00:42:04,2,1.62,1,N,107,249,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5
2,2019-11-01 00:45:12,2019-11-01 00:54:27,1,2.47,1,N,249,48,2,10,0.5,0.5,0,0,0.3,13.8,2.5
2,2019-11-01 00:59:45,2019-11-01 01:06:07,1,1.15,1,N,48,48,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5
1,2019-11-01 00:03:10,2019-11-01 00:34:04,1,5.30,1,N,211,263,1,22.5,3,0.5,5.25,0,0.3,31.55,2.5
1,2019-11-01 00:59:57,2019-11-01 01:21:07,1,4.20,1,N,48,7,1,17.5,3,0.5,4.25,0,0.3,25.55,2.5
2,2019-11-01 00:56:12,2019-11-01 01:30:20,1,18.50,2,N,132,48,1,52,0,0.5,8,6.12,0.3,69.42,2.5
2,2019-11-01 00:14:09,2019-11-01 00:23:21,1,1.12,1,N,249,186,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5
2,2019-11-01 00:04:52,2019-11-01 00:10:07,1,.65,1,N,229,162,1,5,0.5,0.5,2.64,0,0.3,11.44,2.5
2,2019-11-01 00:18:48,2019-11-01 00:47:11,1,3.91,1,N,164,148,1,20,0.5,0.5,4.76,0,0.3,28.56,2.5
2,2019-11-01 00:48:42,2019-11-01 01:06:36,1,3.10,1,N,148,68,1,14,0.5,0.5,2,0,0.3,19.8,2.5
1,2019-11-01 00:42:03,2019-11-01 00:55:00,1,1.20,1,N,186,170,1,9.5,3,0.5,2.65,0,0.3,15.95,2.5
2,2019-11-01 00:03:54,2019-11-01 00:35:18,1,18.70,2,N,132,161,2,52,0,0.5,0,6.12,0.3,61.42,2.5
2,2019-11-01 00:48:45,2019-11-01 00:53:52,1,1.06,1,N,234,79,1,5.5,0.5,0.5,1.5,0,0.3,10.8,2.5
2,2019-11-01 00:58:13,2019-11-01 01:08:37,1,1.92,1,N,79,164,1,9,0.5,0.5,0.64,0,0.3,13.44,2.5
1,2019-11-01 00:18:13,2019-11-01 00:50:18,4,17.60,2,N,132,163,1,52,2.5,0.5,3,6.12,0.3,64.42,2.5
1,2019-11-01 00:08:36,2019-11-01 00:19:13,1,1.70,1,N,48,164,1,8.5,3,0.5,3.65,0,0.3,15.95,2.5
1,2019-11-01 00:21:32,2019-11-01 00:29:02,2,.90,1,N,164,90,2,6.5,3,0.5,0,0,0.3,10.3,2.5
1,2019-11-01 00:31:42,2019-11-01 00:36:09,1,.60,1,N,90,234,1,5,3,0.5,0.01,0,0.3,8.81,2.5
1,2019-11-01 00:39:30,2019-11-01 00:46:54,1,.60,1,N,164,170,1,6,3,0.5,1.95,0,0.3,11.75,2.5
